False Positives,Jaccard Similarity
"('jailhouse+rock_20048652.html', 'jailhouse+rock_20020713.html')",0.8348623853211009
"('its+beginning+to+look+like+christmas_20802363.html', 'its+beginning+to+look+like+christmas_20312234.html')",0.8333333333333334
"('the+first+noel_20103345.html', 'noel_21095313.html')",0.8375
"('out+of+the+rain_20823769.html', 'out+of+the+rain_20492963.html')",0.8307692307692308
"('silent+night_20680156.html', 'silent+night_20460140.html')",0.8414634146341463
"('shout+to+the+lord_20694968.html', 'shout+to+the+lord_20599749.html')",0.8275862068965517
"('stay+with+me_21088932.html', 'stay+with+me_21081989.html')",0.8490566037735849
"('shout+to+the+lord_20694968.html', 'shout+to+the+lord_20221252.html')",0.8421052631578947
"('broken+dreams_20061620.html', 'brave+mountaineers_20061546.html')",0.84472049689441
"('the+first+noel_20772692.html', 'noel_21095313.html')",0.8433734939759037
"('gonna+love+ya_10239259.html', 'gonna+love+ya+till+the+cows+come+home_20955590.html')",0.8446601941747572
"('feelin+alright_20196052.html', 'feelin+alright_20131336.html')",0.847457627118644
"('have+yourself+a+merry+little+christmas_20819495.html', 'have+yourself+a+merry+little+christmas_20726055.html')",0.8181818181818182
"('better+on+the+other+side_20840425.html', 'better+on+the+other+side_20840424.html')",0.8333333333333334
"('the+power+of+love_20300207.html', 'power+of+love_10010598.html')",0.8372093023255814
"('rocking+around+the+christmas+tree_20674300.html', 'rockin+around+the+christmas+tree_10163487.html')",0.8313253012048193
"('jumping+jack+flash_20630780.html', 'jumpin+jack+flash_20525118.html')",0.8468468468468469
"('fantines+death+come+to+me_20606961.html', 'come+to+me+fantines+death_20571307.html')",0.8305785123966942
"('chevrolet_20167673.html', 'chevrolet_20149294.html')",0.8455882352941176
"('alfire+love_21095929.html', 'afire+love_21084845.html')",0.8439716312056738
"('dont+blame+me_20183812.html', 'dont+blame+me_10189657.html')",0.8461538461538461
"('dream+a+little+dream_21070650.html', 'dream+a+little+dream+of+me_20087274.html')",0.8415841584158416
"('come+rain+or+come+shine_20018040.html', 'come+rain+or+come+shine_20013259.html')",0.8378378378378378
"('optimistic_20579401.html', 'optimistic_20113272.html')",0.8448275862068966
"('stand+by+me_20720745.html', 'stand+by+me_20102322.html')",0.8435374149659864
"('have+yourself+a+merry+little+christmas_20222059.html', 'have+yourself+a+merry+litlle+christmas_20726965.html')",0.8275862068965517
"('i+wont+last+a+day+without+you_20547250.html', 'i+wont+last+a+day+without+you_20027436.html')",0.8486486486486486
"('with+or+without+you_20705522.html', 'with+or+without+you_20547230.html')",0.8434782608695652
"('o+little+town_20007591.html', 'little+town_20032176.html')",0.8434782608695652
"('have+yourself+a+merry+little+christmas_20222059.html', 'have+yourself+a+merry+little+christmas_10163491.html')",0.8275862068965517
"('have+yourself+a+merry+little+christmas_20222059.html', 'have+yourself+a+merry+little+christmas_20222057.html')",0.8470588235294118
"('have+yourself+a+merry+little+christmas_20222059.html', 'have+yourself+a+merry+little+christmas_20139592.html')",0.8470588235294118
"('have+yourself+a+merry+little+christmas_20222059.html', 'have+yourself+a+merry+little+christmas_20144693.html')",0.8470588235294118
"('have+yourself+a+merry+little+christmas_21047536.html', 'have+yourself+a+merry+little+christmas_20529227.html')",0.8369565217391305
"('have+yourself+a+merry+little+christmas_21047536.html', 'have+yourself+a+merry+little+christmas_20755082.html')",0.8369565217391305
"('have+yourself+a+merry+little+christmas_21047536.html', 'have+yourself+a+merry+christmas_21052123.html')",0.8369565217391305
"('i+am+a+man+of+constant+sorrow_20575564.html', 'i+am+a+man+of+constant+sorrow_20521745.html')",0.8440860215053764
"('one_20141388.html', 'one_20067530.html')",0.8367346938775511
"('doctor+my+eyes_20180017.html', 'doctor+my+eyes_10188127.html')",0.8389261744966443
"('one_20720741.html', 'one_20067530.html')",0.8483606557377049
"('the+future+song_20143445.html', 'the+future+song_20082711.html')",0.8357142857142857
"('anything+for+you_20804225.html', 'anything+for+you_20081644.html')",0.8317307692307693
"('have+yourself+a+merry+little+christmas_21047536.html', 'have+yourself+a+merry+little+christmas_20765880.html')",0.8369565217391305
"('have+yourself+a+merry+little+christmas_21047536.html', 'have+yourself+a+merry+little+christmas_20756623.html')",0.8369565217391305
"('have+yourself+a+merry+little+christmas_21047536.html', 'have+yourself+a+merry+little+christmas_20770635.html')",0.8369565217391305
"('wish+you+were+here_20479945.html', 'wish+you+were+here_20108843.html')",0.8487394957983193
"('the+needle+the+damage+done_20099058.html', 'the+needle+the+damage+done_20043751.html')",0.8426966292134831
"('blue+moon_20056044.html', 'blue+moon_20032082.html')",0.8260869565217391
"('its+only+rocknroll_20670022.html', 'its+only+rocknroll_20614079.html')",0.8430232558139535
"('its+beginning+to+look+like+christmas_20312234.html', 'its+beginning+to+look+a+lot+like+christmas_20766930.html')",0.8471337579617835
"('oh+holy+night_20792690.html', 'o+holy+night_21049693.html')",0.83125
"('the+first+noel_20772692.html', 'the+first+noel_20022478.html')",0.8
"('friendship_20199802.html', 'friendship+feat+ricky+skaggs_20199799.html')",0.8379888268156425
"('be+my+baby_20143436.html', 'be+my+baby_20082677.html')",0.8449612403100775
"('its+beginning+to+look+like+christmas_20819988.html', 'its+beginning+to+look+like+christmas_20312234.html')",0.8260869565217391
"('have+a+cigar_20108844.html', 'have+a+cigar_20054730.html')",0.8486842105263158
"('silent+night_20812566.html', 'silent+night_20680156.html')",0.8414634146341463
"('and+i+love+you+so_20814053.html', 'and+i+love+you+so_20106586.html')",0.8412698412698413
"('and+i+love+you+so_20814053.html', 'and+i+love+you+so_20042100.html')",0.8333333333333334
"('and+i+love+her_20248090.html', 'and+i+love+her_10026463.html')",0.8452380952380952
"('carry+on+wayward+son_20805077.html', 'carry+on+my+wayward+son_20501596.html')",0.8379888268156425
"('forever+young_20201088.html', 'forever+young_20145388.html')",0.8416666666666667
"('its+goin+down_20314078.html', 'its+goin+down_20147632.html')",0.8206686930091185
"('cajun+baby_20808407.html', 'cajun+baby_20167848.html')",0.8246753246753247
"('a+baby+just+like+you_20674310.html', 'a+baby+just+like+you_20073721.html')",0.821656050955414
"('rudolph+the+red+nosed+reindeer_20303658.html', 'rudolph+the+red+nosed+reindeer_20303651.html')",0.8461538461538461
"('mrsrobinson_10202257.html', 'mrs+robinson_20263543.html')",0.7948717948717948
"('have+yourself+a+merry+little+christmas_20726055.html', 'have+yourself+a+merry+little+christmas_10163491.html')",0.8470588235294118
"('have+yourself+a+merry+little+christmas_20726055.html', 'have+yourself+a+merry+litlle+christmas_20726965.html')",0.8470588235294118
"('chains+around+my+heart_20116085.html', 'around+my+heart_20533585.html')",0.8431372549019608
"('have+yourself+a+merry+little+christmas_20726055.html', 'have+yourself+a+merry+little+christmas_20620824.html')",0.8470588235294118
"('you+go+to+my+head_21014801.html', 'you+go+to+my+head_20017961.html')",0.8344827586206897
"('no+more+tears_20531452.html', 'no+more+tears_10198391.html')",0.8374384236453202
"('you+go+to+my+head_21014801.html', 'you+go+to+my+head_20352141.html')",0.8344827586206897
"('stay+with+me_21088932.html', 'good+thing_21083727.html')",0.8490566037735849
"('a+dream+is+a+wish+your+heart+makes_20821336.html', 'a+dream+is+a+wish+your+heart+makes_20106937.html')",0.8484848484848485
"('dont+worry+baby_21006597.html', 'dont+worry+baby+live_20528527.html')",0.8397435897435898
"('the+way_20923982.html', 'a+way_20093033.html')",0.8402366863905325
"('and+i+love+you+so_20464048.html', 'and+i+love+you+so_20106586.html')",0.8492063492063492
"('all+i+want+for+christmas_20238944.html', 'all+i+want+for+christmas+is+you_20987283.html')",0.8497854077253219
"('all+i+want+for+christmas_20238944.html', 'all+i+want+for+christmas+is+you_21053726.html')",0.8340425531914893
"('all+i+want+for+christmas_20238944.html', 'all+i+want+for+christmas+is+you_21074089.html')",0.8151260504201681
"('almost+like+being+in+love_20240017.html', 'almost+like+being+in+love_20240016.html')",0.8461538461538461
"('the+christmas+song_20770630.html', 'the+christmas+song_20058106.html')",0.8461538461538461
"('the+christmas+song_20770630.html', 'the+christmas+song_20042238.html')",0.825
"('like+a+hurricane_20836625.html', 'like+a+hurricane_20118902.html')",0.848
"('every+rose+has+thorn_20611660.html', 'every+rose+has+its+thorns_20580620.html')",0.8396624472573839
"('all+over+the+world_10197520.html', 'all+over+the+world+_10095651.html')",0.8323353293413174
"('all+i+want+for+christmas+is+you_21053726.html', 'all+i+want+for+christmas+is+you_20987283.html')",0.847457627118644
"('blood+in+my+eyes_20726163.html', 'blood+in+my+eyes_20021643.html')",0.84375
"('san+jose_20057214.html', 'do+you+know+the+way+to+san+jose_20665998.html')",0.8465909090909091
"('the+christmas+song_20756621.html', 'the+christmas+song_20058106.html')",0.8461538461538461
"('the+christmas+song_20756621.html', 'the+christmas+song_20042238.html')",0.825
"('dancing+queen_20910687.html', 'dancing+queen+live_20818850.html')",0.8125
"('dont+go+near+the+water_20722649.html', 'dont+go+near+the+water_20013965.html')",0.8376068376068376
"('have+yourself+a+merry+little+christmas_20810854.html', 'have+yourself+a+merry+christmas_21052123.html')",0.8470588235294118
"('the+unforgiven_20092057.html', 'metallica_20648769.html')",0.847953216374269
"('shout+to+the+lord_20221252.html', 'shout+to+the+lord_20221251.html')",0.8421052631578947
"('have+yourself+a+merry+little+christmas_20810854.html', 'have+yourself+a+merry+little+christmas_20765880.html')",0.8470588235294118
"('have+yourself+a+merry+little+christmas_20810854.html', 'have+yourself+a+merry+little+christmas_20756623.html')",0.8470588235294118
"('have+yourself+a+merry+little+christmas_20810854.html', 'have+yourself+a+merry+little+christmas_20770635.html')",0.8470588235294118
"('have+yourself+a+merry+little+christmas_20810854.html', 'have+yourself+a+merry+little+christmas_20755082.html')",0.8470588235294118
"('in+the+secret_20514747.html', 'in+the+secret+i+want+to+know+you_20773578.html')",0.8082191780821918
"('have+yourself+a+merry+little+christmas_20810854.html', 'have+yourself+a+merry+little+christmas_20529227.html')",0.8470588235294118
"('open+arms_20621461.html', 'open+arms_20088425.html')",0.8429752066115702
"('have+yourself+a+merry+little+christmas_20807191.html', 'have+yourself+a+merry+christmas_21052123.html')",0.8470588235294118
"('shout+to+the+lord_20599749.html', 'shout+to+the+lord_20221251.html')",0.8275862068965517
"('always+on+my+mind_20809804.html', 'always+on+my+mind_20251062.html')",0.7647058823529411
"('superstar_20802812.html', 'superstar_20016985.html')",0.8301886792452831
"('almost+like+being+in+love_20240016.html', 'almost+like+being+in+love_20098008.html')",0.8461538461538461
"('cant+buy+me+love_20105544.html', 'cant+buy+me+love_10026466.html')",0.819672131147541
"('pretty+green_20411233.html', 'pretty+green_20068896.html')",0.8235294117647058
"('where+you+been_21067584.html', 'where+u+been_21066507.html')",0.8475991649269311
"('stardust_20098091.html', 'stardust_20064396.html')",0.823170731707317
"('gimme+gimme+gimme_20531846.html', 'gimme+gimme+gimme_20050846.html')",0.8366013071895425
"('im+so+lonesome+i+could+cry_20709578.html', 'im+so+lonesome+i+could+cry_20064142.html')",0.8333333333333334
"('a+baby+just+like+you_20073721.html', 'a+baby+just+like+you_20055988.html')",0.8076923076923077
"('all+i+want+for+christmas+is+you_21074089.html', 'all+i+want+for+christmas+is+you_20674349.html')",0.8487394957983193
"('all+i+want+for+christmas+is+you_21074089.html', 'all+i+want+for+christmas+is+you_20987283.html')",0.8284518828451883
"('have+yourself+a+merry+little+christmas_20807191.html', 'have+yourself+a+merry+little+christmas_20529227.html')",0.8470588235294118
"('writings+on+the+wall_21102785.html', 'spectre+007+theme_21102784.html')",0.8478260869565217
"('let+it+be_20246201.html', 'let+it+be_20073713.html')",0.8070175438596491
"('have+yourself+a+merry+little+christmas_20807191.html', 'have+yourself+a+merry+little+christmas_20755082.html')",0.8470588235294118
"('have+yourself+a+merry+little+christmas_20807191.html', 'have+yourself+a+merry+little+christmas_20756623.html')",0.8470588235294118
"('have+yourself+a+merry+little+christmas_20807191.html', 'have+yourself+a+merry+little+christmas_20765880.html')",0.8470588235294118
"('have+yourself+a+merry+little+christmas_20807191.html', 'have+yourself+a+merry+little+christmas_20770635.html')",0.8470588235294118
"('i+started+a+joke_20328162.html', 'i+started+a+joke_20015610.html')",0.84
"('silent+night_20726048.html', 'silent+night_20680156.html')",0.8414634146341463
"('white+christmas_20340434.html', 'white+christmas_20077740.html')",0.8392857142857143
"('frosty+the+snowman_20822961.html', 'frosty+the+snowman_20767837.html')",0.8464912280701754
"('aint+nuthin+like+pimpin_20548042.html', 'aint+nothing+like+pimpin_20281582.html')",0.8398760330578512
"('god+rest+ye+merry+gentlemen_20516518.html', 'god+rest+ye+merry+gentlemen_20058099.html')",0.832258064516129
"('the+guns+of+brixton_20031752.html', 'guns+of+brixton_21024798.html')",0.8245614035087719
"('blame+it+on+the+sun_20580283.html', 'blame+it+on+the+sun_20131922.html')",0.8095238095238095
"('i+found+out_20148610.html', 'i+found+out_20114830.html')",0.8109452736318408
"('green+eyes_20588530.html', 'green+eyes_20032627.html')",0.8455284552845529
"('the+christmas+song_21073161.html', 'the+christmas+song_20167355.html')",0.8487394957983193
"('the+christmas+song_21073161.html', 'the+christmas+song_20997902.html')",0.8211382113821138
"('jeepster_20053784.html', 'fire_21067652.html')",0.8434782608695652
"('dont+say+goodnight+its+time+for+love_20819061.html', 'dont+say+goodnight+its+time+for+love_20793588.html')",0.8142857142857143
"('all+i+want+is+you+for+christmas_21073155.html', 'all+i+want+for+christmas+is+you_20987283.html')",0.8438818565400844
"('arnold+layne_20750291.html', 'arnold+layne_20108730.html')",0.8433734939759037
"('all+i+want+is+you+for+christmas_21073155.html', 'all+i+want+for+christmas_20238944.html')",0.8305084745762712
"('white+christmas_20658358.html', 'white+christmas_20004967.html')",0.8448275862068966
"('science+friction_20147899.html', 'science+friction+non+lp+track_20819889.html')",0.8478260869565217
"('christmas+dreaming_20167300.html', 'christmas+dreaming_20064485.html')",0.8372093023255814
"('ben_20157917.html', 'ben_20092592.html')",0.8378378378378378
"('keep+falling+in+love_20808420.html', 'keep+falling+in+love_20626587.html')",0.8469387755102041
"('joy+to+the+world_20486286.html', 'joy+to+the+world_20106988.html')",0.8352941176470589
"('nirvana+heart+shaped+box_20648744.html', 'heart+shaped+box_20101064.html')",0.8380952380952381
"('amazing+grace_20590523.html', 'amazing+grace_20117622.html')",0.8333333333333334
"('cigarettes+and+alcohol_20165250.html', 'cigarettes+alcohol_20102325.html')",0.8478260869565217
"('mustang+sally_20464262.html', 'mustang+sally_20265451.html')",0.8461538461538461
"('amazing+grace_20268824.html', 'amazing+grace_20081836.html')",0.825
"('lush+life_21088096.html', 'lush+life_20098063.html')",0.8394495412844036
"('its+beginning+to+look+a+lot+like+christmas_20766930.html', 'its+beginning+to+look+a+lot+like+christmas_20312236.html')",0.8441558441558441
"('i+dont+know_20608954.html', 'i+dont+know_20142584.html')",0.848404255319149
"('ring+them+bells_20752483.html', 'ring+the+bells_20992421.html')",0.8355555555555556
"('let+it+snow_20815015.html', 'let+it+snow+let+it+snow+let+it+snow_20816521.html')",0.8431372549019608
"('let+it+snow_20815015.html', 'let+it+snow+let+it+snow+let+it+snow_20726044.html')",0.8431372549019608
"('answer+me_20288263.html', 'answer+me+my+love_20075268.html')",0.8431372549019608
"('knockin+on+heavens+door_20062358.html', 'knockin+on+heavens+door_10139612.html')",0.8297872340425532
"('all+by+myself_21019169.html', 'all+by+myself_20643867.html')",0.8395061728395061
"('if+i+never+see+your+face+again_20740142.html', 'if+i+never+see+your+face+again_20419053.html')",0.8272727272727273
"('o+come+all+ye+faithful_20170588.html', 'adeste+fideles_20028690.html')",0.8260869565217391
"('i+wish+i+were+in+love+again_20491997.html', 'i+wish+i+were+in+love+again_20045773.html')",0.8435754189944135
"('drowned_20809771.html', 'drowned_20146557.html')",0.8296296296296296
"('easy+living_20700577.html', 'easy+living_20017912.html')",0.8433734939759037
"('answer+me_20288262.html', 'answer+me+my+love_20075268.html')",0.8431372549019608
"('lovesong_20901360.html', 'love+song_20139607.html')",0.847457627118644
"('and+i+love+her_20248098.html', 'and+i+love+her_10026463.html')",0.8452380952380952
"('all+i+want+for+christmas+is+you_20985616.html', 'all+i+want+for+christmas+is+you_20674349.html')",0.8367346938775511
"('perfect_21103295.html', 'perfect+mamota+remix_21103640.html')",0.8277310924369747
"('alone_20660742.html', 'alone_20615471.html')",0.8432835820895522
"('help_20724954.html', 'help_20102420.html')",0.8439716312056738
"('nobody+does+it+better_20559260.html', 'nobody+does+it+better_20027401.html')",0.8345864661654135
"('draw+me+close_20887303.html', 'draw+me+close_20773662.html')",0.8421052631578947
"('and+i+love+you+so_20048058.html', 'and+i+love+you+so_20042100.html')",0.8372093023255814
"('didnt+we_20824421.html', 'didnt+we_20055647.html')",0.84
"('dont+be+cruel_20689227.html', 'dont+be+cruel_20048329.html')",0.8493150684931506
"('blessed+be+your+name_20823599.html', 'blessed+be+your+name_20155081.html')",0.8253968253968254
"('the+christmas+song_20167355.html', 'the+christmas+song_20092464.html')",0.847457627118644
"('the+partisan_20000465.html', 'a+partisan_20082848.html')",0.8326530612244898
"('frosty+the+snowman_20767837.html', 'frosty+the+snowman_20674480.html')",0.8464912280701754
"('the+christmas+song_20167355.html', 'the+christmas+song_10163493.html')",0.8376068376068376
"('put+a+little+holiday+in+your+heart_20674629.html', 'put+a+little+holiday+in+your+heart_20081821.html')",0.8414634146341463
"('mrs+robinson_20263543.html', 'mrs+robinson_20263541.html')",0.7948717948717948
"('all+i+want+for+chritmas+is+you+olivia+olson_10220598.html', 'all+i+want+for+christmas+is+you_20987283.html')",0.8377192982456141
"('mr+tambourine+man_20589388.html', 'mr+tambourine+man_20131941.html')",0.842948717948718
"('little+drummer+boy_20665727.html', 'little+drummer+boy_20246506.html')",0.8376068376068376
"('it+takes+a+lot+to+laugh+it+takes+a+train+to+cry_20329483.html', 'it+takes+a+lot+to+laugh+it+takes+a+train+to+cry_20021388.html')",0.8333333333333334
"('more+than+words_20145953.html', 'more+than+words_20052203.html')",0.84
"('drop+it+like+its+hot_20676514.html', 'drop+it+like+its+hot_10218314.html')",0.8495238095238096
"('superstar_20515892.html', 'superstar_20016985.html')",0.8301886792452831
"('above+all_20804954.html', 'above+all_20626682.html')",0.8285714285714286
"('bring+a+torch_20577529.html', 'bring+a+torch+jeannette+isabella_20590457.html')",0.8133333333333334
"('could+i+have+this+kiss+forever_10187423.html', 'could+i+have+this+kiss+forever+_10107263.html')",0.848314606741573
"('frosty+the+snowman_20767837.html', 'frosty+the+snowman_20200799.html')",0.8464912280701754
"('frosty+the+snowman_20767837.html', 'frosty+the+snowman_20200806.html')",0.8464912280701754
"('baby+wont+you+please+come+home_20056478.html', 'baby+wont+you+please+come+home_20018036.html')",0.8367346938775511
"('to+be+no+1_20964768.html', 'to+be+no+1_10212834.html')",0.8391959798994975
"('i+need+your+love_21048321.html', 'i+need+your+love_21047036.html')",0.845360824742268
